Date,SPY,SPY_Volume,VOO,VOO_Volume,IVV,IVV_Volume,QQQ,QQQ_Volume,DIA,DIA_Volume,TLT,TLT_Volume,GOVT,GOVT_Volume,IEF,IEF_Volume,SHY,SHY_Volume,GLD,GLD_Volume,IAU,IAU_Volume,LQD,LQD_Volume,VCIT,VCIT_Volume,VCSH,VCSH_Volume,IGSB,IGSB_Volume,AMZN,AMZN_Volume,AAPL,AAPL_Volume,MSFT,MSFT_Volume,FB,FB_Volume,GOOG,GOOG_Volume,GOOGL,GOOGL_Volume,NFLX,NFLX_Volume,TSLA,TSLA_Volume
16/10/2020 19:52,348.54,36825900,320.2,835717,349.78,1219310,290.22,22279943,286.89,1277011,161.43,4736698,27.83,1500613,121.29,1551200,86.43,900380,178.57,3457527,18.15,12769492,135.51,5366605,96.1,1552572,82.93,795145,54.95,824719,3331.38,2847868,119.57,63470401,220.18,11485445,266.85,9109180,1571.65,606492,1567.91,666480,542.36,3071606,447.83,19338945
16/10/2020 19:53,348.65,36944945,320.24,837517,349.85,1222091,290.32,22323810,286.89,1279121,161.42,4740658,27.83,1504872,121.28,1553969,86.43,903485,178.59,3471165,18.15,12771987,135.49,5622519,96.1,1552944,82.93,795922,54.95,826476,3334.65,2852545,119.55,63578708,220.27,11509652,266.85,9122815,1572.27,607465,1567.91,666796,543.43,3085263,448.05,19399162
16/10/2020 19:54,348.66,37215448,320.25,839672,349.85,1224243,290.32,22349826,286.8,1282567,161.43,4743484,27.83,1510143,121.28,1554263,86.44,905027,178.61,3483169,18.15,12826586,135.52,5628857,96.1,1561575,82.93,797782,54.95,830166,3334,2860508,119.59,63744682,220.35,11526842,266.92,9134954,1572.46,608283,1567.68,668067,543.95,3100018,448.43,19509366
16/10/2020 19:55,348.73,37279890,320.39,840758,349.98,1228154,290.44,22461337,286.9,1284841,161.41,4746824,27.83,1545301,121.28,1560012,86.43,908267,178.63,3487115,18.15,12827596,135.53,5635161,96.1,1564093,82.92,801569,54.95,832360,3333.72,2866591,119.57,63918066,220.25,11556080,266.83,9147536,1572.48,609036,1568.03,668987,543.59,3121989,448.01,19562724
16/10/2020 19:56,348.72,37380782,320.3,844057,349.92,1239269,290.34,22523430,286.93,1290846,161.43,4752701,27.83,1547091,121.29,1564341,86.43,909741,178.59,3490021,18.15,12828695,135.51,5644222,96.1,1564577,82.93,802342,54.95,834003,3336,2871498,119.72,64097917,220.47,11581619,267.05,9163542,1573.2,610000,1568.28,670910,544.09,3131091,448.41,19605263
16/10/2020 19:57,348.86,37455108,320.49,848478,350.05,1240961,290.62,22612303,286.99,1292766,161.44,4763551,27.82,1548199,121.29,1569487,86.43,913358,178.61,3494868,18.16,12836894,135.51,5701526,96.09,1569737,82.93,812945,54.95,834939,3340,2884683,119.77,64355003,220.54,11614713,267.18,9385024,1575.05,611552,1570.08,672759,544.66,3148070,448.81,19685935
16/10/2020 19:58,348.93,37513779,320.55,851951,350.17,1246023,290.76,22726320,287.05,1295443,161.43,4767427,27.83,1714212,121.28,1570632,86.44,913822,178.6,3497706,18.15,12840018,135.52,5714562,96.09,1571749,82.93,813524,54.95,835339,3344.16,2905993,119.78,64659574,220.56,11638651,267.17,9415473,1574.92,615072,1570.13,676275,544.66,3162510,449.06,19790351
16/10/2020 19:59,349.05,37556467,320.68,853667,350.27,1247123,290.8,22806559,287.17,1305558,161.44,4770769,27.82,1789478,121.28,1571062,86.43,918174,178.62,3611901,18.16,12842203,135.53,5719875,96.11,1575298,82.93,817630,54.95,836891,3343.71,2915221,119.84,64866105,220.57,11656636,267.15,9486486,1574.74,615801,1570.36,677156,544.14,3171592,448.99,19861485
16/10/2020 20:00,348.99,37588600,320.61,856220,350.23,1248011,290.76,22849348,287.1,1431856,161.43,4773192,27.83,1793359,121.29,1571877,86.43,919064,178.63,3620705,18.16,12862367,135.53,5770934,96.1,1575611,82.93,819794,54.95,838173,3341.38,2924038,119.81,65009659,220.54,11671931,267.09,9497488,1575.25,616210,1570.36,677959,544.03,3180481,448.73,19939157
16/10/2020 20:01,349.02,37634621,320.62,857832,350.24,1252950,290.68,22911349,287.12,1433522,161.48,4776894,27.83,1793746,121.29,1572603,86.43,921812,178.63,3633660,18.16,12866492,135.51,5793629,96.11,1576591,82.93,821270,54.96,840215,3340.76,2927993,119.78,65092560,220.47,11676542,267.05,9498398,1575.25,616628,1569.46,679013,543.85,3181219,448.82,19946560
16/10/2020 20:02,348.99,37678232,320.61,859270,350.25,1254911,290.7,22918812,287.06,1434340,161.48,4793061,27.83,1799414,121.29,1572603,86.43,921812,178.66,3642979,18.15,12868749,135.51,5802896,96.1,1578565,82.93,821520,54.96,842806,3343.98,2938588,119.91,65351579,220.54,11713481,267.12,9522799,1575.155,617634,1570.1,681317.5,544.235,3191417.5,449.09,20027641
16/10/2020 20:03,349.02,37756080,320.65,863011,350.28,1257036,290.86,23030304,287.11,1435735,161.51,4794852,27.83,1800840,121.29,1577477,86.43,927377,178.65,3664554,18.15,12874310,135.54,5805731,96.1,1579465,82.93,823373,54.95,843518,3342.78,2942236,119.94,65548553,220.61,11733802,267.17,9529724,1575.06,618640,1570.74,683622,544.62,3201616,449.36,20108722
16/10/2020 20:04,349.02,37786277,320.62,868039,350.26,1259036,290.88,23071394,287.06,1444166,161.49,4797834,27.83,1803023,121.31,1578033,86.43,928329,178.61,3918450,18.15,12890990,135.54,5810356,96.1,1579931,82.93,826989,54.95,844354,3342.82,2947809,119.88,65693072,220.51,11779776,266.91,9799747,1575.09,620075,1570.36,684756,544.41,3212267,448.7,20168386
16/10/2020 20:05,348.97,37833783,320.57,868357,350.19,1260786,290.7,23115800,287.05,1446381,161.49,4801941,27.83,1803500,121.3,1581288,86.43,930318,178.61,3939232,18.16,12979174,135.54,5814764,96.1,1589278,82.92,830007,54.95,845386,3339.61,2954620,119.83,65851256,220.47,11815088,266.71,9829917,1575.04,620452,1570.335,684966.5,544.16,3216531,448.83,20192915
16/10/2020 20:06,348.97,37932863,320.58,871473,350.21,1266031,290.78,23140246,287.06,1448427,161.5,4802775,27.83,1807565,121.31,1582648,86.43,933499,178.6,3943633,18.16,13008796,135.53,5830804,96.11,1613399,82.93,832098,54.95,850075,3341.3,2957912,119.75,66021113,220.46,11837871,266.68,9842554,1574.99,620829,1570.31,685177,543.91,3220795,448.96,20217444
16/10/2020 20:07,348.91,37994616,320.52,872630,350.14,1268541,290.74,23168229,287.04,1449452,161.48,4834633,27.83,1807565,121.31,1585431,86.44,934876,178.6,3950739,18.17,13008970,135.54,5835472,96.11,1614053,82.93,833557,54.95,851570,3340.72,2961384,119.74,66169301,220.45,11856723,266.74,9857734,1575.16,621807,1570.32,686628,543.82,3230873,448.62,20286521
16/10/2020 20:08,348.89,38014585,320.53,873718,350.13,1269805,290.74,23195866,287,1452698,161.51,4837859,27.83,1822644,121.31,1585853,86.43,935865,178.65,3953795,18.17,13073932,135.545,5837451.5,96.11,1614911.5,82.925,834120.5,54.95,852897.5,3341.19,2963699,119.82,66321412,220.53,11877487,266.93,9871993,1575.44,623780,1570.81,687664,544.7,3237509,449.38,20339834
16/10/2020 20:09,348.96,38041670,320.59,876043,350.2,1273272,290.86,23226770,286.98,1453869,161.48,4842753,27.83,1835940,121.31,1594004,86.43,938673,178.76,3974329,18.17,13138894,135.55,5839431,96.11,1615770,82.92,834684,54.95,854225,3343.89,2967754,119.89,66569434,220.6,11899795,266.99,9886813,1575.715,626702.5,1571.01,689685,544.69,3246441.5,449.715,20455839
16/10/2020 20:10,349.07,38075417,320.66,879403,350.31,1274846,290.96,23272542,286.98,1454119,161.5,4847101,27.83,1837088,121.31,1599529,86.44,943787,178.69,3979503,18.16,13193323,135.54,5849731,96.12,1616256,82.92,837241,54.96,862417,3345.16,2977729,119.9,66732955,220.64,11932418,267.07,9897350,1575.99,629625,1571.21,691706,544.68,3255374,450.05,20571844
16/10/2020 20:11,349.05,38124948,320.69,881773,350.3,1279417,291.07,23363576,287.05,1454525,161.5,4853675,27.83,1841524,121.31,1600032,86.43,944271,178.67,3989983,18.16,13222327,135.5,6000910,96.11,1620141,82.93,839106,54.95,864213,3348.15,2985282,119.99,67031017,220.75,12029038,267.2,9915231,1576.32,630975,1571.81,692732,544.68,3259663,450.42,20618796
16/10/2020 20:12,349.13,38156408,320.69,882547,350.33,1280880,291.21,23452349,287.06,1457882,161.49,4855270,27.83,1849279,121.31,1600235,86.43,946197,178.69,3992757,18.15,13226705,135.52,6009937,96.11,1622761,82.93,840319,54.96,864795,3347.55,2993241,120.04,67235892,220.85,12068152,267.21,9936028,1576.88,632408,1571.63,695036,545.06,3267156,450.51,20703938
16/10/2020 20:13,349.11,38191865,320.73,883383,350.35,1283136,291.18,23524568,287.04,1458982,161.51,4859151,27.83,1850488,121.3,1608765,86.44,946753,178.66,3997034,18.15,13226705,135.51,6055371,96.11,1627032,82.93,840623,54.95,866323,3346.87,2999658,120,67434402,220.84,12095766,267.16,9947743,1576.25,633568,1570.95,696753,544.6,3273987,450.16,20759011
16/10/2020 20:14,349.03,39053330,320.64,884452,350.26,1287592,291.02,23586805,286.99,1461241,161.52,4864276,27.83,1854045,121.31,1611689,86.43,947118,178.66,4103400,18.16,13228822,135.51,6070041,96.11,1627189,82.92,844905,54.95,866325,3347.38,3005013,120.03,67521717,220.83,12112072,267.19,9963575,1576.08,634782,1571.21,698595,544.76,3279872,450.42,20818184
16/10/2020 20:15,349.07,39083583,320.67,885594,350.28,1288446,291.11,23684146,287.02,1462996,161.5,4868621,27.82,1854895,121.31,1612011,86.43,948281,178.66,4122472,18.16,13230204,135.54,6077821,96.11,1628853,82.92,847597,54.96,867701,3349.8,3011809,120.1,67744319,220.94,12184220,267.31,9993495,1576.81,636285,1571.75,702087,544.97,3291296,450.59,20863198
16/10/2020 20:16,349.2,39170332,320.83,889906,350.46,1290625,291.2,23765645,287.14,1468482,161.5,4871753,27.83,1866507,121.31,1617512,86.44,948581,178.65,4135842,18.16,13231670,135.52,6086701,96.11,1629146,82.93,849919,54.96,869811,3349.59,3019525,120.13,67963159,220.93,12238868,267.37,10009430,1577.08,637143,1572.1,703130,545.24,3299965,450.77,20939051
16/10/2020 20:17,349.29,39211351,320.85,891999,350.5,1297099,291.23,23801658,287.26,1468843,161.52,4875477,27.83,1866943,121.31,1618162,86.43,949354,178.65,4141226,18.16,13233520,135.53,6089840,96.11,1629568,82.93,850598,54.96,870065,3349.49,3025486,120.19,68152435,220.99,12271048,267.54,10026086,1577.23,640162,1572.61,708680,545.48,3304888,450.56,20974490
16/10/2020 20:18,349.36,39256367,320.95,894376,350.6,1300408,291.36,23869162,287.21,1469471,161.52,4879109,27.83,1868650,121.31,1625940,86.44,949900,178.63,4143579,18.16,13240942,135.53,6093901,96.12,1632636,82.92,854233,54.95,871010,3350.3,3033490,120.15,68379729,220.93,12296414,267.45,10045525,1577.87,642081,1572.5,709873,545.26,3356678,450.67,21010355
16/10/2020 20:19,349.34,39298938,320.93,898666,350.57,1301752,291.29,23915246,287.24,1470278,161.45,4889521,27.83,1872423,121.29,1630915,86.43,950525,178.63,4147652,18.16,13241236,135.52,6106595,96.12,1632696,82.93,854282,54.95,871738,3350.07,3036614,120.18,68633777,220.88,12320453,267.42,10061919,1577.23,645636,1572.5,711181,544.84,3363663,450.47,21055824
16/10/2020 20:20,349.34,39351230,320.9,902991,350.62,1303662,291.28,23989007,287.26,1473641,161.49,4896096,27.83,1873223,121.3,1631030,86.44,951104,178.63,4151301,18.16,13245349,135.55,6108775,96.11,1636186,82.92,857006,54.96,872557,3348.99,3043177,120.14,68821461,220.9,12340719,267.36,10068365,1576.47,646070,1571.99,711762,544.88,3370906,450.08,21101162
16/10/2020 20:21,349.28,39384538,320.86,906332,350.49,1306058,291.25,24034698,287.17,1477049,161.52,4905505,27.83,1878646,121.31,1633599,86.44,951469,178.65,4165021,18.15,13257379,135.55,6109938,96.11,1636579,82.93,857619,54.96,872767,3351.35,3054248,120.24,69088292,221.04,12377233,267.45,10078154,1576.47,646885,1572.54,712729,545.11,3377860,450.29,21123939
16/10/2020 20:22,349.35,39405959,320.93,908304,350.53,1306667,291.35,24084194,287.22,1478202,161.49,4910911,27.82,1880324,121.31,1649407,86.43,953877,178.61,4168129,18.16,13286433,135.54,6111199,96.11,1637119,82.93,859364,54.96,876831,3351.35,3057910,120.28,69311478,221.08,12417953,267.6,10094548,1577.59,648043,1572.59,713952,544.98,3381371,450.91,21181738
16/10/2020 20:23,349.33,39447418,320.9,909133,350.56,1308481,291.33,24121776,287.21,1480415,161.49,4914435,27.83,1880504,121.29,1659420,86.44,954012,178.64,4172041,18.15,13369257,135.52,6117854,96.11,1637420,82.93,859906,54.96,876831,3350.98,3062939,120.23,69512007,221.01,12438987,267.63,10113361,1577.59,649329,1572.26,714692,544.93,3387046,451.28,21283582
16/10/2020 20:24,349.33,39475571,320.92,909965,350.55,1309997,291.35,24136509,287.19,1480875,161.5,4917136,27.83,1886803,121.31,1660591,86.44,954132,178.61,4174629,18.16,13435673,135.53,6120646,96.11,1637949,82.93,861216,54.96,881045,3348.08,3071224,120.14,69708713,220.89,12486883,267.54,10126059,1576.935,651000.5,1571.745,717245,544.77,3391838.5,451.13,21328313.5
16/10/2020 20:25,349.28,39532139,320.85,912872,350.49,1314069,291.24,24167686,287.2,1482728,161.49,4918580,27.83,1887470,121.31,1662119,86.43,954810,178.59,4178001,18.15,13532669,135.52,6122364,96.11,1638205,82.93,861820,54.96,890330,3348.77,3077654,120.16,69859373,220.79,12514044,267.64,10147155,1576.28,652672,1571.23,719798,544.61,3396631,450.98,21373045
16/10/2020 20:26,349.25,39582119,320.86,916421,350.49,1315849,291.2,24284349,287.2,1483679,161.46,4920851,27.83,1888841,121.29,1662727,86.44,955327,178.6,4183622,18.15,13694718,135.53,6139053,96.11,1647556,82.92,862115,54.96,892033,3345.18,3086754,120,70045090,220.69,12536611,267.51,10171386,1575.75,653286.5,1570.965,720454,544.37,3406056,450.655,21413193.5
16/10/2020 20:27,349.17,39655372,320.76,918557,350.38,1317063,291.08,24496940,287.15,1487230,161.48,4931407,27.83,1889190,121.29,1668219,86.43,960192,178.63,4188927,18.16,13695738,135.54,6144778,96.11,1649830,82.93,863856,54.96,897640,3345.13,3094761,120.09,70258156,220.75,12563849,267.44,10186495,1575.22,653901,1570.7,721110,544.13,3415481,450.33,21453342
16/10/2020 20:28,349.2,39687012,320.8,921522,350.44,1319710,291.11,24580683,287.15,1487432,161.48,4934863,27.83,1893726,121.3,1680852,86.43,960926,178.61,4192417,18.15,13796371,135.52,6152807,96.1,1650932,82.92,864704,54.96,898706,3344.52,3101817,120.05,70357465,220.78,12612143,267.48,10201063,1575.92,657817,1571.38,724915,544.63,3427723,450.18,21530430
16/10/2020 20:29,349.26,39759829,320.89,923468,350.51,1320849,291.11,24608581,287.22,1488868,161.47,4947431,27.83,1896554,121.29,1681276,86.43,963326,178.63,4239611,18.15,13798695,135.52,6162980,96.1,1652349,82.93,866344,54.95,909138,3344.51,3107474,120.08,70462478,220.8,12633239,267.46,10217649,1576.18,659452,1571.41,726132,544.59,3431438,450.35,21556120
16/10/2020 20:30,349.3,39807745,320.89,924342,350.54,1322312,291.13,24635138,287.24,1489919,161.51,4952053,27.83,1925159,121.29,1684002,86.43,969385,178.63,4252001,18.15,13806972,135.52,6166228,96.1,1653393,82.92,879406,54.96,912949,3344,3109787,120.01,70583790,220.62,12660543,267.18,10231555,1576.24,660572,1569.67,728803,543.81,3440275,449.8,21601184
16/10/2020 20:31,349.13,39860968,320.75,925803,350.38,1326891,290.89,24681854,287.18,1491065,161.5,4960184,27.83,1926326,121.29,1684857,86.44,970604,178.54,4260214,18.14,13813593,135.53,6174532,96.11,1654590,82.92,879800,54.96,914530,3340.7,3118485,120.02,70764890,220.68,12687920,267.35,10252290,1575.08,661677,1569.67,729179,543.94,3445171,450.02,21637514
16/10/2020 20:32,349.18,39912556,320.74,926240,350.41,1335526,290.99,24718711,287.14,1495457,161.49,4961638,27.83,1971018,121.29,1685588,86.43,972026,178.55,4266710,18.15,13818706,135.52,6178581,96.11,1657576,82.93,880811,54.96,917494,3342.88,3121596,120,70894050,220.76,12724160,267.26,10289814,1575.335,663009,1569.8,730554,544.265,3448450,449.86,21653790.5
16/10/2020 20:33,349.19,39938777,320.79,931836,350.35,1338138,290.95,24762877,287.17,1496643,161.5,4965319,27.83,1980286,121.3,1686928,86.44,972948,178.52,4271296,18.14,13821311,135.52,6182478,96.11,1660562,82.92,881417,54.96,918551,3341.81,3127706,120,70991018,220.78,12745860,267.15,10309168,1575.59,664341,1569.93,731929,544.59,3451729,449.7,21670067
16/10/2020 20:34,349.17,40238329,320.77,939092,350.38,1342268,291,24777046,287.08,1500830,161.5,4967993,27.83,1988664,121.29,1687434,86.44,980708,178.55,4283632,18.15,13823741,135.52,6183281,96.11,1663441,82.93,882297,54.96,923669,3342.7,3131950,120.09,71143648,220.91,12768738,267.32,10336334,1575.92,666765,1570.81,734381,544.89,3459807,450,21751194
16/10/2020 20:35,349.23,40521631,320.81,941272,350.44,1343913,291.09,24821903,287.18,1502838,161.5,4973617,27.83,1993965,121.29,1691424,86.43,982862,178.54,4299965,18.15,13824181,135.52,6185575,96.11,1680862,82.93,924178,54.96,924254,3343.8,3137557,120.14,71276134,221.01,12822512,267.42,10350490,1575.88,668158,1571.03,734956,544.92,3467561,450.16,21777453
16/10/2020 20:36,349.32,41325787,320.91,942861,350.44,1345418,291.11,24870221,287.25,1504189,161.45,4998778,27.83,1999602,121.28,1707133,86.43,987635,178.5,4304037,18.14,13824923,135.53,6192668,96.11,1683514,82.92,931502,54.96,936932,3343.9,3143044,120.18,71384227,221.07,12850404,267.48,10364133,1575.88,668416,1571.36,736460,545.22,3476529,450.19,21805407
16/10/2020 20:37,349.36,41353948,320.98,944413,350.59,1347773,291.24,24898299,287.24,1506656,161.47,5002239,27.83,2004675,121.28,1709031,86.43,988565,178.49,4316680,18.15,13829417,135.52,6194264,96.11,1683859,82.93,933910,54.96,938524,3345.17,3146319,120.15,71514235,221.04,12884492,267.5,10386557,1576.29,669381,1571.09,737754,545.29,3485888,450.06,21839300
16/10/2020 20:38,349.4,41380230,320.96,952095,350.64,1349453,291.2,24989491,287.28,1507544,161.46,5003607,27.83,2006076,121.28,1709273,86.43,989763,178.54,4321534,18.14,13830521,135.52,6196650,96.11,1684985,82.93,936161,54.96,939546,3344.68,3151131,120.12,71604938,221.12,12911740,267.48,10407415,1576.31,670638,1571.26,739052,545.04,3497042,450.08,21866245
16/10/2020 20:39,349.35,41425622,321.01,957152,350.54,1355141,291.2,25019109,287.22,1509330,161.47,5007133,27.83,2067127,121.28,1710205,86.43,993398,178.53,4324471,18.14,13861909,135.53,6198656,96.11,1685147,82.93,937385,54.96,940003,3343.69,3155888,120.08,71681538,221.04,12930954,267.48,10419705,1575.81,672359,1570.59,740942,544.49,3501867,450.01,21891006
16/10/2020 20:40,349.3,41446072,320.88,958261,350.53,1358462,291.11,25030242,287.24,1511060,161.47,5011893,27.83,2075036,121.28,1714050,86.44,995699,178.52,4325926,18.15,13862932,135.52,6201814,96.11,1686406,82.93,939184,54.96,942197,3344.51,3158463,120.11,71815382,221.16,12966877,267.5,10442783,1575.925,673728,1570.655,741690.5,544.67,3502832,450.28,21916587
16/10/2020 20:41,349.43,41475656,321,959558,350.65,1360102,291.33,25064285,287.31,1515315,161.47,5015384,27.83,2079948,121.28,1714382,86.43,997089,178.52,4331923,18.15,13865332,135.53,6215542,96.11,1686868,82.92,947711,54.96,945344,3343.12,3163842,120.12,71947168,221.13,12998032,267.24,10466550,1576.04,675097,1570.72,742439,544.85,3503797,450.55,21942168
16/10/2020 20:42,349.33,41499813,320.93,961325,350.61,1362135,291.19,25089794,287.28,1518334,161.48,5030570,27.83,2079948,121.27,1714692,86.44,998124,178.57,4335602,18.14,13868460,135.53,6218204,96.11,1688191,82.92,953168,54.95,946677,3343.15,3167014,120.16,72031558,221.12,13016847,267.26,10475814,1575.67,677058,1570.89,745339.5,544.72,3508673.5,450.35,21970632
16/10/2020 20:43,349.31,41531934,320.92,961783,350.57,1362826,291.17,25101147,287.24,1520650,161.49,5040632,27.83,2082298,121.28,1715851,86.44,999495,178.57,4341040,18.14,13873111,135.53,6242263,96.11,1688942,82.93,953999,54.96,951292,3344.07,3170140,120.15,72171400,221.06,13041528,267.23,10288823,1575.3,679019,1571.06,748240,544.59,3513550,450.15,21999096
16/10/2020 20:44,349.29,41562218,320.88,964312,350.51,1364532,291.14,25179281,287.24,1521746,161.46,5045892,27.82,2084441,121.28,1719808,86.43,1006409,178.54,4344868,18.15,13874356,135.55,6252195,96.11,1691574,82.92,956426,54.96,960414,3341.11,3175808,120.11,72315416,221.03,13062868,267.26,10303265,1575.61,680220,1570.84,750013,544.41,3518036,449.9,22044213
16/10/2020 20:45,349.28,41604533,320.86,966889,350.49,1366492,291.1,25196151,287.2,1523047,161.48,5049481,27.83,2219806,121.28,1720003,86.43,1008562,178.55,4348881,18.14,13874867,135.55,6253441,96.11,1694587,82.93,975857,54.96,962082,3339.33,3180716,119.97,72451413,220.88,13084791,267.08,10316726,1575.47,682078,1570.05,751738,544.36,3524396,449.52,22095551
16/10/2020 20:46,349.18,41648810,320.77,970133,350.41,1367749,290.94,25228495,287.14,1523890,161.52,5092954,27.83,2302266,121.28,1725817,86.44,1015558,178.54,4351335,18.14,13875767,135.55,6255192,96.11,1695547,82.93,976595,54.96,964305,3339.18,3188383,120.06,72609998,220.95,13104121,267.2,10343273,1575.08,683113,1570.18,752142.5,544.015,3528236.5,449.585,22108171
16/10/2020 20:47,349.23,41669790,320.83,971910,350.46,1369031,290.98,25250102,287.14,1524947,161.52,5121872,27.83,2310163,121.29,1728526,86.43,1019038,178.54,4359197,18.14,13876739,135.54,6258074,96.1,1696208,82.92,983065,54.95,964439,3338.4,3192396,120.04,72700478,220.95,13118578,267.2,10354651,1574.69,684148,1570.31,752547,543.67,3532077,449.65,22120791
16/10/2020 20:48,349.22,41689378,320.83,972941,350.49,1371167,291.04,25288823,287.2,1526824,161.52,5132816,27.83,2310347,121.28,1732047,86.43,1023816,178.52,4360669,18.15,13887325,135.54,6259746,96.11,1698230,82.93,983737,54.96,965208,3338.98,3199960,120.11,72798150,221.05,13148851,267.35,10371889,1574.39,687428,1570.07,754244,544.09,3541266,450.07,22187665
16/10/2020 20:49,349.36,41722293,320.83,978825,350.59,1372600,291.21,25314721,287.28,1528788,161.48,5142146,27.83,2313164,121.28,1732967,86.44,1040330,178.54,4362939,18.14,13887778,135.54,6261522,96.11,1700337,82.92,984861,54.96,966512,3340.97,3208383,120.25,73062897,221.16,13184086,267.46,10390622,1575.99,688567,1571.27,756718,544.37,3548699,449.83,22208913
16/10/2020 20:50,349.44,41758657,320.95,980585,350.67,1373980,291.3,25349681,287.31,1531577,161.48,5145125,27.83,2317547,121.28,1733748,86.43,1043418,178.51,4366175,18.14,13910511,135.54,6261638,96.11,1700497,82.93,986058,54.96,966537,3340.08,3213687,120.22,73250396,221.13,13209659,267.46,10402136,1576.36,690826,1571.42,758063,544.23,3553614,449.25,22287195
16/10/2020 20:51,349.45,41795037,321.03,985627,350.69,1375404,291.29,25396525,287.29,1532518,161.48,5146477,27.83,2317999,121.27,1736454,86.43,1044922,178.51,4371192,18.14,13915290,135.54,6262870,96.11,1704686,82.93,986768,54.96,967050,3342.7,3221789,120.32,73440831,221.21,13252273,267.55,10419063,1576.55,692471,1571.31,762259,544.3,3558537,449.49,22349612
16/10/2020 20:52,349.54,41884514,321.13,990031,350.74,1378213,291.33,25439019,287.36,1538013,161.48,5156292,27.83,2321226,121.28,1736909,86.43,1046140,178.53,4372496,18.14,13918728,135.54,6269037,96.11,1707732,82.92,990444,54.96,968060,3341.6,3224442,120.27,73625984,221.13,13284860,267.5,10435141,1576.62,693108,1571.97,762916,544.09,3561408,449.46,22372639
16/10/2020 20:53,349.5,41912252,321.09,991802,350.71,1384973,291.36,25454219,287.36,1538341,161.47,5156842,27.82,2324097,121.28,1737020,86.43,1049892,178.54,4376882,18.14,13918866,135.54,6271782,96.11,1713830,82.93,991652,54.96,968204,3340.93,3228061,120.29,73792765,221.08,13303756,267.52,10458312,1576.6,697425,1571.5,765228,543.79,3565596,449.38,22393480
16/10/2020 20:54,349.45,41956255,321.06,992978,350.67,1386504,291.31,25468570,287.39,1539466,161.46,5157143,27.82,2324106,121.28,1737786,86.43,1050609,178.52,4380951,18.15,13940679,135.54,6272417,96.1,1714387,82.93,1003307,54.96,968471,3338.54,3237011,120.24,73964232,221.11,13322968,267.51,10469178,1576.825,698637,1571.77,766244,543.535,3568302,449.13,22416525
16/10/2020 20:55,349.5,42001640,321.06,994248,350.71,1387828,291.27,25481682,287.4,1542248,161.46,5158345,27.83,2324357,121.28,1739451,86.44,1052431,178.52,4384721,18.14,13941578,135.54,6273886,96.1,1715077,82.93,1010100,54.96,970053,3335.1,3248533,120.09,74181887,220.95,13352719,267.24,10488765,1577.05,699849,1572.04,767260,543.28,3571008,448.88,22439570
16/10/2020 20:56,349.33,42042029,320.89,995015,350.58,1389165,291.04,25519913,287.29,1542762,161.5,5163587,27.82,2324518,121.28,1746035,86.43,1054024,178.51,4385136,18.14,14016302,135.54,6279690,96.11,1715359,82.93,1010422,54.95,971637,3335.83,3254723,120.13,74319503,220.97,13387537,267.29,10498657,1575.42,703025,1570.78,768028,542.58,3581882,448.5,22522614
16/10/2020 20:57,349.33,42077049,320.93,995867,350.59,1393114,291.08,25542728,287.32,1544245,161.49,5167519,27.83,2333251,121.28,1747463,86.44,1054145,178.54,4398165,18.14,14139760,135.54,6280388,96.11,1717270,82.93,1011904,54.96,976729,3334.3,3262262,120.12,74456165,220.95,13410696,267.27,10511961,1575.67,704571,1570.805,770299.5,542.655,3587362.5,448.355,22561767
16/10/2020 20:58,349.28,42107861,320.84,1016271,350.5,1394883,290.95,25561545,287.26,1561162,161.49,5168092,27.82,2335993,121.28,1747538,86.44,1055907,178.51,4399995,18.14,14166955,135.55,6287795,96.11,1717374,82.93,1012634,54.96,977763,3336.22,3269837,120.11,74579588,220.87,13452187,267.23,10480172,1575.92,706117,1570.83,772571,542.73,3592843,448.21,22600920
16/10/2020 20:59,349.29,42128163,320.9,1018212,350.52,1396531,291.01,25585320,287.3,1563198,161.48,5174294,27.83,2337968,121.28,1749194,86.43,1057814,178.51,4409907,18.14,14233607,135.55,6291799,96.11,1717782,82.93,1015659,54.96,979506,3335.3,3274350,120.06,74681706,220.84,13481464,267.27,10491341,1576.1,709187,1570.98,776213,542.1,3603073,448.55,22665567
16/10/2020 21:00,349.21,42149785,320.86,1019618,350.49,1398096,290.95,25604445,287.26,1564141,161.48,5183473,27.83,2343375,121.28,1779444,86.43,1058969,178.52,4415356,18.13,14281991,135.56,6300387,96.11,1718939,82.93,1020296,54.96,981224,3338.56,3280854,120.14,74944037,220.9,13508521,267.51,10519266,1577,711494,1572.13,779160,542.54,3608890,448.86,22734501
16/10/2020 21:01,349.36,42203138,320.94,1023153,350.59,1401212,291.1,25666240,287.3,1568029,161.48,5185523,27.82,2345858,121.28,1779449,86.43,1059197,178.52,4418651,18.13,14314170,135.54,6313640,96.11,1720382,82.93,1021073,54.95,981602,3336.81,3281637,120.18,75061369,220.89,13514393,267.43,10522044,1577,711547,1572.13,779205,542.32,3609088,448.82,22735827
16/10/2020 21:02,349.36,42239885,320.9,1023918,350.58,1404727,291.07,25668840,287.35,1570344,161.47,5193121,27.83,2347483,121.28,1780670,86.43,1063838,178.51,4429550,18.13,14321593,135.55,6322911,96.11,1725906,82.93,1021878,54.96,983460,3339.8,3287183,120.17,75244142,220.94,13552047,267.51,10545402,1576.96,714860,1572.27,782326,542.82,3624474,448.47,22814122
